Project Name,Issue URL,issue number,Closed PR that mention,title
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/26,26,23 31 32,Implement Align and .align() funsors
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/71,71,77,Implement a Contract op as a fused Reduce(Binary or Finitary)
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/70,70,69 161 171,Support plates and convolution dims in Funsors?
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/201,201,200 202 277 280 283,Fix docs for initial release
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/27,27,29 33,Remove Substute; make all Funsors closed under substitution
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/145,145,147 155,Add tail call optimization to interpreter
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/309,309,365,"""""""Normalizing flows transforms as Funsors?"""""""
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/1,1,155 303 311,Add funsor.numpy backend
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/489,489,490 491,Support for non-funsor arguments to ops
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/50,50,64,Implement a generic funsor.adjoint algorithm
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/149,149,148 152 153 154 155,Clean up substitution
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/11,11,54 95,Add simple svi example
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/243,243,329,Nondeterministic typing error on module load
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/412,412,420,Implement distribution shape helpers to avoid need for dummy tensors
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/110,110,115,Implement a mixture interpretation
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/72,72,73 78 116 119 142 157 173 220 245 246 247 249 263,Implement recognition of affine transforms
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/184,184,186,"""""""Switch Gaussian to use information filter form avoiding pseudoinverses"""""""
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/235,235,249,Add lazy multidimensional Unit terms
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/52,52,54 75 91,Implement Monte Carlo interpretation of .logaddexp()
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/68,68,69,Implement a Joint funsor as a normal form / state machine
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/560,560,562,`NotImplementedError` when using `apply_optimizer`
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/8,8,67,Add example of optimizing sum-product compiler
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/156,156,157 169 173 165,Unify multilinear operations
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/547,547,548,Add Funsor (`Constant`) that is constant wrt to input variables
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/567,567,568,Switch to sqrt(prescision) representation in Gaussian?
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/80,80,160,Implement a memoize backend that takes another backend
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/79,79,82,Support torch.nn.Module with multiple outputs
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/96,96,148,Implement alpha conversion logic
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/336,336,337,Dependent in pytest
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/233,233,255 261 276,Change .reduce() interface to require Variables?
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/177,177,161 176 170 174 171 175 179 178 183 185 186 187 189 191 205 206,Project: Implement time series models usable in Pyro
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/5,5,345,Implement Beta-Binomial conjugacy
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/39,39,40 42,Nondeterministic test failure in test_einsum.py
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/474,474,478,Restore VAE example smoke test to CI
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/19,19,20 34 33 36,Add discrete HMM example
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/550,550,551,"""""""Dispatch to `Integrate(Delta ...)` in `normalize_integrate_contraction`"""""""
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/9,9,40 46 47,Support plates in optimizer
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/379,379,384,Unexpected crush with J=1 
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/284,284,346,Scattering2D doesn't work if 2**J == image_size
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/292,292,293,BUG 1D scattering does not respect `max_order`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/857,857,863 989,"""""""redefine 1D `self.N` deprecate`self.J_pad`?"""""""
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/314,314,316,Unused 2D Psi filters
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/197,197,198,skcuda backend needs a NotImplementedError for 3d
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/230,230,229 234,Remove kwargs to `forward` in `Scattering3D`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/322,322,320,REF Create 2D filterbank in spectral domain
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/637,637,670,Keras not saving model architecture
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/334,334,383,Test for raised errors in torch backend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/363,363,364 381 412,Scattering2D doesn't work with 2**J == image_size
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/461,461,459,Batch compression and restore
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/836,836,837,`size_scattering` is not needed in `scattering1d`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/135,135,141,Sphinx: 2D classif
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/421,421,541,BUG Working examples with the new frontend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/122,122,219,3D crashes on CPU
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/175,175,203 315,[BUG] cache management of 2-D filter banks
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/227,227,235,Simplify 1D constructor
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/56,56,64,[2fix] Annoying warning to invalid escape
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/335,335,346,`Pad` object in torch backend is not tested with `pre_pad = True`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/270,270,289,DOC Clarify benchmarks
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/323,323,345,ENH Remove PyTorch tensors from 2D filter bank generation
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/374,374,380,Code for inverting scattering via mse
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/231,231,234,Default arguments for 3D constructor
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/548,548,550,Speed up test suite
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/180,180,184,Warning in `mnist.py`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/929,929,930,Test coverage is below 90%
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/37,37,39,`Scattering1D.forward` outputs Fourier transform for `average_U1 = False`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/568,568,578,DOC keras + sk transformer in README.md
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/60,60,61,test folder of 3D?
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/895,895,871 900,what should be the returned shape of `Scattering1D` paths under `out_type='dict'` ?
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/196,196,212,Inconsistency in disabling second order
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/250,250,251,`Scattering3d` should be renamed
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/102,102,127,Do batch_size > 1 for 1D sample scattering test
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/801,801,888,AttributeError: 'Tensor' object has no attribute 'ndim'
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/856,856,914 915,`compute_params_filterbank` should return `xis` and `sigmas` but not `js`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/339,339,390 405,Test for raised error and warnings in 3D torch backend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/513,513,833,scattering1d/filter_bank module has too many functions
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/373,373,380,"""""""Hello I have a question about inverse"""""""
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/518,518,533,Tests silently fail if backends do not import cleanly
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/261,261,477,ENH simple unifications
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/220,220,228,CUDA<->CPU interface for 3D
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/488,488,505,Remove redundant loading of frontends
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/522,522,527,3D is not batch shape agnostic
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/451,451,449,ENH batch agnosticism
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/902,902,919,`T='global'` (global average pooling)
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/294,294,310,BUG Encoding issues
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/851,851,850 915,`ScatteringBase1D` kwargs should be passed via `dict`'s 
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/386,386,470,Inverse fft in 2D backend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/26,26,115 140,"""""""Propagating the name """"""""kymatio"""""""""""""""
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/885,885,897 924,MAINT deprecate `self.average` 1D
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/978,978,979,JTFS `meta['order']` contains an off-by-one path index
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/283,283,289,DOC Add source install instructions to README
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/542,542,576,Error in regularized inverse scattering mnist torch example
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/811,811,889,HarmonicScattering3D should output real coefficients (Numpy)
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/309,309,541,Ill-conditioning in `scattering3d_qm7.py`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/1,1,342,Documentation
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/427,427,540,`plot_invert_scattering.py` is not portable
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/348,348,390,Remove PyTorch from 1D/3D filter generation
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/870,870,871 877,"""""""`scattering(self x)` could (should?) be frontend-agnostic"""""""
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/108,108,121 123,sphinx-gallery: 1d/compute_speed 2d/compute_speed 3d/compute_speed
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/333,333,360,Test for raised errors in `Scattering2D.forward`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/775,775,882 883 888,Keras Scattering1D example does not work with TF>=2.5
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/218,218,221 226,Make inputs dimension-agnostic (1D/2D)
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/561,561,563,More descriptive error message for missing frontend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/2,2,342,[BUG] Scattering3D chemistry example currently yields too high MAE error
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/824,824,874,Utilize .to(device) semantics in examples
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/259,259,316 498,MAINT+ENH Quality assurance via benchmarking
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/222,222,238,3D output format
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/326,326,344,Unused `fftshift` option
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/849,849,850 854,`calibrate_scattering_filters` is unnecessary
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/408,408,405,BUG skcuda backend does not warn for non-contiguous cdgmm inputs
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/869,869,876,Remove assertions in `core/scattering1d`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/306,306,346,Padding size problem
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/351,351,382 390,`to` function
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/214,214,190,Enable texext in Sphinx
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/594,594,650,sphinx inverses colors...
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/202,202,195 205 206,need for a cross-module `shape` kwarg to constructors
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/853,853,854,`Q2` is not customizable
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/150,150,189,[DOC] solving Sphinx issues
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/279,279,289,Scattering2D docstring contains an outdated example
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/296,296,298,BUG skcuda `subsample_fourier` crashes on non-complex inputs
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/111,111,541,sphinx-gallery: 3d/scattering3d_qm7
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/48,48,52,Scattering1D tests require sklearn
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/110,110,392,sphinx-gallery: mnist.py
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/452,452,449,ENH backend should be classes and not namedtuple
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/628,628,630,MAINT Remove option to not pad
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/297,297,298,ENH torch backend does not error for non-complex inputs
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/444,444,449 538,garbage error message resulting from type checks
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/917,917,918 924,`average` should be `None` by default in v0.3
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/852,852,860 862 912,Unnecessary arguments in `core/scattering1d/scattering1d`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/307,307,308,BUG `scattering3d_qm7.py` crashes on GPU
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/868,868,890,Make NumPy the default frontend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/223,223,225,Unexpected warning in 3D
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/825,825,833,`morlet_1d` and `gauss_1d` should be simpler
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/976,976,977,JTFS `frequency_averaging` produces IndexError
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/245,245,252,Default value for `Q`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/8,8,9,3d_qm7 example crashes
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/357,357,381,`cdgmm` doesn't check that both inputs are on the same device
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/480,480,541,ModuleNotFoundErrors
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/253,253,254,Tests don't pass for skcuda backend
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/843,843,861 862,`vectorize` should be removed
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/269,269,289,DOC Clarify README intro
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/639,639,820,Documentation for 3D scattering output
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/137,137,139,unexpected warnings
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/176,176,188,[BUG] __all__ in scattering2d.py
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/875,875,900 871,"""""""Why wouldn't returned dicts with `out_type=""""""""list""""""""` not have an `n` field?"""""""
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/463,463,465 467,Remove `expand_dims`/`unsqueeze` in `unpad`
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/418,418,534,ENH Multiple tensor sizes
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/273,273,289 526,DOC 3D benchmarks
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/663,663,667 820,Flaky TF FFT unit test
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/419,419,465 487,ENH removing torch from the tests
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/177,177,187,[BUG] unimported warnings in cdgmm3d
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/966,966,967,frontends should expose TimeFrequencyScattering
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/248,248,247,Fix ordering of orders
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/287,287,288,BUG 3D benchmark fails on GPU
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/454,454,820,On output of 3D scattering
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/58,58,57,Bug with backends
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/194,194,195,Inconsistency in the position of J across Scattering*d constructors
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/213,213,215,"""""""1D needs a (BT) input rather than (B 1 T)"""""""
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/497,497,500,axis argument torch.stack is undocumented
kymatio/kymatio,https://github.com/kymatio/kymatio/issues/478,478,508,Sphinx gallery does not create thumbnails for all examples
