Project Name,Issue URL,issue number,pr that mention,title
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1244,1244,1256 ,Problem when trying to analyze video after I re-trained the network
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2080,2080,2085 ,merge data report error in extracting outlier frames 
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1638,1638,1641 ,ZeroDivisionError: division by zero at covert to tracklets
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1792,1792,1911 ,Sort videos during inference
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1679,1679,1910 ,Colab Freezes at Collecting statsmodels>=0.11   Using cached statsmodels-0.13.2.tar.gz (17.9 MB)
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1696,1696,1699 ,UserGuide seems to have conflicting recommendations
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1291,1291,1298 ,Cannot reconstruct 1 animal track in refinement GUI
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1290,1290,1297 ,IndexError in 2.2rc2 when identity: true
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2107,2107,2114 ,Manual extraction from previously analyzed videos broken
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1269,1269,1274 ,video_sets_orginal gets overwritten when cropping new videos while excluding already cropped videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1005,1005,1069 ,which Snapshot to pick in MultiAnimal project
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1906,1906,1958 ,Avoid calling disable eager computation at top level import
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1843,1843,1874 ,Controlling save location of pretrained network
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2081,2081,2087 ,Windows native Tensorflow support is only upto 2.10.0
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1300,1300,1314 ,create_training_model_comparison confused by training split 93%
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1818,1818,1819 ,ZeroDivisionError when analyze videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/987,987,1108 ,Ability to rotate video by arbitrary angle in the video editor
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1398,1398,1400 ,AttributeError: module 'tables' has no attribute 'exceptions'
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1863,1863,1892 ,Empty plots-poses after analysing video
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1487,1487,1488 ,Training doesn't reach first iteration -- due to CUDA/TF version mismatch causes by pinned numpy
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1583,1583,1597 ,Import issue with headless and GUI usage on the same machine
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2086,2086,2088 ,Model zoo google colab: full_human package huggingface URL has been change
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1350,1350,1355 ,Convert to tracklet with `Assemble with identity only` option cause IndexError
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1215,1215,1219 ,Create tracklets does not allow only one individual (in multi-animal code 2.2rc1)
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1901,1901,1924 ,extract_outlier_frames should not move videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1844,1844,1845 ,Trouble refining outliers from previous DLC release projects
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1110,1110,1116 ,index error after saving labels and going to next frame
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1852,1852,1859 ,No CSV file created during deeplabcut.analyze_videos()
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1825,1825,1841 ,Refine Tracklets Error: [IndexError: index 0 is out of bounds for axis 0 with size 0]
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1608,1608,1614 ,Deeplabcut evaluate network
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1976,1976,1983 ,Check wrong files for existing pretrained models for mobilenet and efficientnet networks
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1262,1262,1264 ,Conversion code fails - does not properly concatenates target folder paths
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1235,1235,1240 ,video_processor.py FPS value is unused
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1223,1223,1225 ,tracklet h5 rows truncated when no animals are present at start results in out of sync labeled video
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1673,1673,1763 ,Error in creating training dataset after refining outliers
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1624,1624,1690 ,Undistortion error during triangulation
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1018,1018,1031 ,Save error when saving labeled data in DLC 2.2b8 Index / Key error
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1448,1448,1449 ,"`wxAssertionError: C++ assertion ""strcmp(setlocale(LC_ALL, NULL), ""C"") == 0"" failed at ..\..\src\common\intl.cpp(1579) in wxLocale::GetInfo(): You probably called setlocale() directly instead of using wxLocale and now there is a mismatch between C/C++ and Windows locale. Things are going to break, please only change locale by creating wxLocale objects to avoid this!`"
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1625,1625,1628 ,"cv2 issue in COLAB on ""import deeplabcut"""
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1222,1222,1275 ,IndexError happen at a project with identity=true & uniquebodyparts in 2.2rc1
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1234,1234,1272 ,New project: make it possible to cut/paste videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1849,1849,1853 ,Update to Documentation?
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1832,1832,1835 ,Can't create video by filtered file.[No filtered data file found in......]
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1279,1279,1284 ,Corruption of Month in config.yaml in Japanese Windows environment
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1384,1384,1385 ,2.2rc3 not importing in colab notebook
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2052,2052,2054 ,missing widget single animal analysis
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1941,1941,1954 ,v2.2.1.1: 3D scorer name is written incorrectly into the resulting 3D.h5 file
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1804,1804,1820 ,Memory leak in `convert_detections2tracklets` or in `stitch_tracklets`
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2044,2044,2045 ,Error due to PyTorch when trying to install in development mode
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1687,1687,1720 ,"Hardware accelleration and easy installation on ANY GPU (AMD, Intel, Nvidia) via Tensorflow-DirectML"
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2013,2013,2015 ,missing file in DLC 2.3rc1
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1280,1280,1282 ,color scale reversed in labeling gui
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1486,1486,1488 ,"""pip install --upgrade deeplabcut"" reverts tensorflow to v2.2.0 (from previously installed v2.6.0)"
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1193,1193,1195 ,KeyError: 'No object named df_with_missing in the file' (filterpredictions)
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2006,2006,2007 ,Failing tests on github and local run `./test.sh`
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1850,1850,1851 ,Exception in SkeletonBuilder
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1368,1368,1400 ,pytables error in 2.2rc3
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1807,1807,1813 ,Epipolar line color mismatch
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2047,2047,2049 ,User Guide API Docs widgets are broken?
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1606,1606,1615 ,Issue when runing training on cluster 
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1743,1743,1763 ,TypeError when using Refine Outliers
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1981,1981,1982 ,NumPy 1.23 dropped `numpy.asscalar`
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1221,1221,1733 ,Feature request_Mark labeled video's folder
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1671,1671,1680 ,Refine tracklets Attributeerror
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/982,982,1862 ,deeplabcut misses video frames
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1775,1775,1788 ,Error in: find_outliers_in_raw_data
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1260,1260,1270 ,Unable to reconstruct tracks from tracklets given. 
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1889,1889,1893 ,SystemError: <class 'wx._core.Size'> returned a result with an exception set
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1489,1489,1492 ,Refine tracklets tab in main GUI fails to find pickle or h5 file
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1870,1870,1910 ,Statsmodels 0.13.2?
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1124,1124,1126 ,pip install downloads many versions of opencv (with 3.8 python)
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1574,1574,1582 ,Possible typo in outlier_frames. compute_deviations()
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2071,2071,2074 ,GUI 2.3rc3 error in create videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1934,1934,1933 ,Tensorflow 1 is unsupported in Colab
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1522,1522,1554 ,Segmentation Error at K-Means Clustering running testscript.py (only on updated MacOS systems)
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1308,1308,1338 ,maDLC 2.2rc2 error while stitching a tracklet from el.pickle file
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1236,1236,1239 ,stitch_tracklets default animal names break create_labeled_video function
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1650,1650,1652 ,Non-tracked NaN points in maDLC saved with likelihood of 1.0
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1996,1996,2025 ,Analyse videos not working on Go Pro video
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1646,1646,1653 1654 ,Restarting a training is not following the lr pattern laid out in multiple-step
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1703,1703,1704 ,`Getlistofvideos` returns `[]` when given a directory as a string
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2011,2011,2020 ,DLC installation errors on Mac M2 
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2046,2046,2051 ,napari load_settings TypeError: 'NoneType' object is not iterable
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1693,1693,1711 ,Empty tracklets
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1548,1548,1730 ,Usage as a library
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1266,1266,1267 ,maDLC number of individuals mismatch with config in refine_labels
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1636,1636,1647 ,merge_datasets and/or create_training_dataset bug with projects/folder structure
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2061,2061,2077 ,extract matching frames  does not look for videos_list
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2036,2036,2040 ,Cannot use individual video crops for refinement?
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1821,1821,1822 ,issue running transformer_reID
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2057,2057,2076 ,Download model weights doesn't work for DLC Model Zoo
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1552,1552,1561 , single point tracking in maDLC
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1682,1682,1686 ,Intel OpenVINO backend
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1378,1378,1381 ,create_video_with_all_detections does not accept a listed path to a folder containing videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2104,2104,2106 ,Requesting safer import of `tensorflow`
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1285,1285,1295 1294 ,rotation description in DownSampleVideo function is ambiguous
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1790,1790,1794 ,Is IPython really a dependency?
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1006,1006,1059 ,ValueError: array must not contain infs or NaNs
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1456,1456,1470 ,maDLC colab gets stuck
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1895,1895,1908 ,Design considerations - 'deeplabcut' Python package and DeepLabCut Application
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/2094,2094,2096 ,efficiently masking the videos
DeepLabCut/DeepLabCut,https://github.com/DeepLabCut/DeepLabCut/issues/1084,1084,1171 ,evaluation problems with cropped trainingset when individual1 is empty
